2026-03-05 14:45:37,894 INFO    MainThread:103003 [wandb_setup.py:_flush():81] Current SDK version is 0.25.0
2026-03-05 14:45:37,895 INFO    MainThread:103003 [wandb_setup.py:_flush():81] Configure stats pid to 103003
2026-03-05 14:45:37,895 INFO    MainThread:103003 [wandb_setup.py:_flush():81] Loading settings from environment variables
2026-03-05 14:45:37,895 INFO    MainThread:103003 [wandb_init.py:setup_run_log_directory():717] Logging user logs to /home/kowshik/Old_G/Semester_2/DL/Assignment_1/wandb/run-20260305_144537-pr5foz92/logs/debug.log
2026-03-05 14:45:37,895 INFO    MainThread:103003 [wandb_init.py:setup_run_log_directory():718] Logging internal logs to /home/kowshik/Old_G/Semester_2/DL/Assignment_1/wandb/run-20260305_144537-pr5foz92/logs/debug-internal.log
2026-03-05 14:45:37,895 INFO    MainThread:103003 [wandb_init.py:init():844] calling init triggers
2026-03-05 14:45:37,895 INFO    MainThread:103003 [wandb_init.py:init():849] wandb.init called with sweep_config: {'activation': 'tanh', 'batch_size': 16, 'hidden_size': [64, 64, 32], 'learning_rate': 0.08829761910019353, 'loss': 'mse', 'optimizer': 'momentum', 'weight_init': 'xavier'}
config: {'dataset': 'mnist', 'epochs': 15, 'batch_size': 16, 'optimizer': 'momentum', 'learning_rate': 0.08829761910019353, 'weight_decay': 0.0, 'num_layers': 3, 'hidden_size': [64, 64, 32], 'activation': 'tanh', 'weight_init': 'xavier', 'loss': 'mse', 'model_path': 'best_model.npy', 'wandb_project': 'dl_1', '_wandb': {}}
2026-03-05 14:45:37,895 INFO    MainThread:103003 [wandb_init.py:init():892] starting backend
2026-03-05 14:45:38,155 INFO    MainThread:103003 [wandb_init.py:init():895] sending inform_init request
2026-03-05 14:45:38,160 INFO    MainThread:103003 [wandb_init.py:init():903] backend started and connected
2026-03-05 14:45:38,161 INFO    MainThread:103003 [wandb_run.py:_config_callback():1403] config_cb None None {'activation': 'tanh', 'batch_size': 16, 'hidden_size': [64, 64, 32], 'learning_rate': 0.08829761910019353, 'loss': 'mse', 'optimizer': 'momentum', 'weight_init': 'xavier'}
2026-03-05 14:45:38,163 INFO    MainThread:103003 [wandb_init.py:init():973] updated telemetry
2026-03-05 14:45:38,171 INFO    MainThread:103003 [wandb_init.py:init():997] communicating run to backend with 90.0 second timeout
2026-03-05 14:45:40,124 INFO    MainThread:103003 [wandb_init.py:init():1042] starting run threads in backend
2026-03-05 14:45:40,278 INFO    MainThread:103003 [wandb_run.py:_console_start():2524] atexit reg
2026-03-05 14:45:40,278 INFO    MainThread:103003 [wandb_run.py:_redirect():2373] redirect: wrap_raw
2026-03-05 14:45:40,278 INFO    MainThread:103003 [wandb_run.py:_redirect():2442] Wrapping output streams.
2026-03-05 14:45:40,278 INFO    MainThread:103003 [wandb_run.py:_redirect():2465] Redirects installed.
2026-03-05 14:45:40,280 INFO    MainThread:103003 [wandb_init.py:init():1082] run started, returning control to user process
2026-03-05 14:45:40,280 INFO    MainThread:103003 [wandb_run.py:_config_callback():1403] config_cb None None {'num_layers': 3, 'arch_status': 'synced_from_list'}
2026-03-05 14:46:05,178 INFO    MainThread:103003 [wandb_run.py:_finish():2291] finishing run kowshikisme-indian-institute-of-technology-madras/dl_1/pr5foz92
2026-03-05 14:46:05,178 INFO    MainThread:103003 [wandb_run.py:_atexit_cleanup():2490] got exitcode: 0
2026-03-05 14:46:05,178 INFO    MainThread:103003 [wandb_run.py:_restore():2472] restore
2026-03-05 14:46:05,178 INFO    MainThread:103003 [wandb_run.py:_restore():2478] restore done
2026-03-05 14:46:07,360 INFO    MainThread:103003 [wandb_run.py:_footer_sync_info():3868] logging synced files
